Id,SalePrice
1461,114817.33939265131
1462,160358.71945171765
1463,184083.68884567142
1464,198664.63527593832
1465,191703.09358550198
1466,171744.58699044888
1467,183703.14478989958
1468,161226.834007709
1469,196699.5378133684
1470,116287.27379315683
1471,200032.85362806282
1472,96301.66214543699
1473,95428.16765005048
1474,146395.76621966774
1475,113620.22713257158
1476,351123.52324608405
1477,244891.80923174106
1478,281961.40093333647
1479,277925.9024492435
1480,435300.9842251204
1481,316409.14535130886
1482,207407.72787517574
1483,181022.8895857619
1484,163417.4153653556
1485,182538.92284116847
1486,196450.4666207504
1487,311804.8726104779
1488,236399.28721817696
1489,187272.17282420976
1490,230193.10573323505
1491,197076.3036977787
1492,94671.93257135697
1493,179893.76590703306
1494,294409.4160820568
1495,289815.96124993305
1496,227598.715182968
1497,182019.3448668196
1498,161424.886880644
1499,159434.81528869603
1500,152424.3897867852
1501,176504.06037672813
1502,142018.99283324045
1503,290162.419446892
1504,239062.21061191222
1505,220214.18494331572
1506,191061.9349431341
1507,259809.48644957057
1508,206655.25409357483
1509,158528.71460719488
1510,140955.14005017368
1511,150245.38345385456
1512,180980.9969168513
1513,144831.26062873474
1514,156338.4454889874
1515,199098.3815682495
1516,149792.75470035008
1517,179592.52046282298
1518,130120.44516379124
1519,218650.17404584985
1520,127139.41767967175
1521,129835.39192303471
1522,178746.87760852225
1523,112885.83139288342
1524,122094.13702235572
1525,118439.4643587509
1526,115012.12245676143
1527,106595.80478414532
1528,141258.57672332428
1529,146508.53064714762
1530,195235.21452720987
1531,110862.18879704051
1532,99219.50763480306
1533,157805.0368198503
1534,126769.98557884575
1535,154972.88492913696
1536,111718.11392929006
1537,67270.184407828
1538,159032.69305274516
1539,192720.4222068595
1540,97021.7789501442
1541,138060.96499811093
1542,138894.77140103685
1543,194290.8921186204
1544,87930.87552282773
1545,115170.13507996462
1546,128159.78299275166
1547,124692.66766245764
1548,136321.09557689997
1549,114081.93147556132
1550,130092.02076004687
1551,111174.98294553977
1552,137209.5449808333
1553,146102.33376800155
1554,118097.19742687156
1555,163953.51942946968
1556,84005.94659667708
1557,109696.23282197533
1558,97859.60705218071
1559,72475.34246901947
1560,127443.47325757917
1561,129319.87215531542
1562,131071.16615151655
1563,117599.03864806808
1564,167421.32204500076
1565,145677.27746616193
1566,241599.13156736628
1567,77227.11657870517
1568,234970.3184905782
1569,132604.19444033364
1570,138078.5736842839
1571,120429.46551412488
1572,146122.4174602576
1573,247906.5777795631
1574,121025.7633565603
1575,245877.01750945076
1576,269722.10782120214
1577,177283.44195006372
1578,141292.2833679899
1579,144379.33963733134
1580,195064.03890945102
1581,160455.95270173092
1582,120981.86279368475
1583,307210.4234864957
1584,220659.38134580053
1585,137930.33499812213
1586,66474.75255558621
1587,93379.11497078439
1588,152547.85203862403
1589,98931.94344501664
1590,134977.2067231071
1591,93808.8014109143
1592,115210.66134813125
1593,119288.8873220239
1594,138768.08614223107
1595,104936.49029182075
1596,225863.99840552392
1597,186332.59493119663
1598,222413.71503539992
1599,169563.54733435952
1600,165759.93256985972
1601,68351.55336828536
1602,110153.01310961858
1603,70530.06282275151
