Id,SalePrice
1461,115125.96522983987
1462,158896.08375558347
1463,185230.130673841
1464,197440.06815907804
1465,196012.4861002654
1466,172863.45095157088
1467,181979.17638914558
1468,161043.045235428
1469,194385.26233632545
1470,117597.61320002856
1471,194982.32515233115
1472,97365.68575688395
1473,94597.32671068666
1474,143056.95916879972
1475,111065.27855700377
1476,353911.31389163685
1477,247715.2443071803
1478,285350.54307909636
1479,279719.8058325018
1480,441376.79363832175
1481,319127.54519637075
1482,210429.16822633805
1483,180685.0124049207
1484,162768.40252406875
1485,181705.49859622345
1486,194476.42327035835
1487,318563.7211288744
1488,234158.30398178924
1489,189725.3772725414
1490,235081.4042471032
1491,195984.49627680812
1492,93776.34520372565
1493,179830.64716759464
1494,300487.2377728804
1495,291543.3269837468
1496,232538.99352647376
1497,183992.02855879624
1498,166758.53434044827
1499,160288.0557840968
1500,154827.93694887107
1501,180450.34996977463
1502,141338.09325562936
1503,288714.0368603748
1504,241748.14011220893
1505,223128.163738522
1506,189287.2290128161
1507,257630.17652865686
1508,205679.51826974345
1509,156572.74502839716
1510,142207.16215309085
1511,154762.28781729104
1512,177806.5684878478
1513,147977.232670752
1514,156585.2699194038
1515,195054.9374038915
1516,149184.59512057976
1517,178689.52208799176
1518,130613.1973111182
1519,216587.8150570235
1520,125966.90615793309
1521,130499.26770434652
1522,175507.06170166438
1523,113758.69120231287
1524,123633.38738271462
1525,118477.49148243459
1526,114828.78500330355
1527,108901.09291982131
1528,137118.0290949199
1529,149313.90333291
1530,195301.70979361545
1531,112682.74274837249
1532,98191.84053156964
1533,159821.7917772051
1534,127890.19712579715
1535,150809.8220080698
1536,108800.90892838097
1537,65518.988638068055
1538,153396.63673557006
1539,192424.6932850262
1540,96400.30328598474
1541,137298.45913528377
1542,142715.85844335583
1543,194487.3799813514
1544,89043.11226262205
1545,115178.30263410865
1546,130006.04593354292
1547,126720.12800473881
1548,139694.1460601268
1549,118256.65073854919
1550,131850.23748059597
1551,107944.8032158253
1552,137256.44885688697
1553,145109.83758585431
1554,117036.43512977616
1555,162435.1996719795
1556,82708.38366396925
1557,109143.02549321298
1558,97595.41530877887
1559,65113.29392355148
1560,127717.89533125116
1561,127112.67858557349
1562,130277.19337164551
1563,119219.70082507108
1564,166755.07830781533
1565,144032.45266763316
1566,238697.7693563284
1567,77806.30211708306
1568,237476.52786795673
1569,134618.6551236751
1570,134793.29693609942
1571,118474.6767178798
1572,146187.77186621795
1573,241709.5544617854
1574,122910.97344292796
1575,240849.29679035296
1576,269624.772121764
1577,176781.06057007497
1578,143333.43960601778
1579,146311.29952884125
1580,194811.8129771832
1581,157340.30464970926
1582,121517.59412371603
1583,299671.71620580164
1584,219027.66101656933
1585,136848.56953065548
1586,67798.1163371609
1587,95455.89329576908
1588,154855.3004615909
1589,97250.90701254646
1590,133788.74137315093
1591,93139.55731835701
1592,113562.67194980617
1593,119767.60434099252
1594,139819.32419648513
1595,107292.93676793299
1596,222707.07677519502
1597,191859.7474479694
1598,224347.19853635228
1599,165870.96614852326
1600,161589.4632715564
1601,70025.46129272763
1602,111457.53571799718
1603,65385.05581166281
1604,258648.372146593
1605,246884.4196653163
1606,169899.74328076944
1607,173251.98772461296
1608,211934.8580210077
1609,182226.79318650352
1610,147821.2983500601
1611,137415.60733007392
1612,173757.37078684248
1613,167852.4748600714
1614,127826.6168438631
1615,94432.89063224713
1616,81054.59622626936
1617,93648.16421710206
1618,122351.6029909235
1619,138108.75896938713
1620,161728.0414885806
1621,135104.60531138134
1622,144268.15172346367
1623,263104.82120964513
1624,212065.5307874292
1625,114546.34261664588
1626,171008.88383725836
1627,194617.2471651254
1628,285587.2616699515
1629,173914.17225660186
1630,334539.4311411636
1631,226677.59127883601
1632,243344.51246964326
1633,166521.48542823066
1634,184568.2060967841
1635,174591.28984670178
1636,151659.6726412142
1637,206133.69667152927
1638,179669.42159893055
1639,185364.84766590674
1640,257944.322402555
1641,182460.6579636347
1642,240426.1050490992
1643,212676.28323516672
1644,231639.21006594054
1645,218569.0390499694
1646,157728.37033482484
1647,155450.62963096725
1648,131333.63507309946
1649,142706.03139739818
1650,108733.09847367833
1651,119842.50624594797
1652,96886.63810009739
1653,98275.81547952678
1654,140880.68806306805
1655,134675.18310018792
1656,137252.25527658992
1657,144107.7294313823
1658,139734.78798806164
1659,115527.37881917844
1660,153598.13081005556
1661,438974.9909992428
1662,401246.4442233817
1663,370658.08387397806
1664,499673.1934798269
1665,300039.333604104
1666,324881.9252699553
1667,370862.1722313436
1668,340036.20455542253
1669,309589.2194366022
1670,342345.4665129633
1671,260469.33966633613
1672,416428.7898235157
1673,290341.34507186606
1674,239218.21524877884
1675,198632.810369713
1676,197019.2831246788
1677,218832.03926964154
1678,454856.8360112581
1679,372512.6582817181
1680,323581.63013609964
1681,246051.94970228424
1682,306197.4318765213
1683,182230.50717769173
1684,172500.55949744544
1685,173243.4561115447
1686,169213.41239496885
1687,165593.89155964315
1688,188263.4345988764
1689,193759.85205485957
1690,195537.48173143333
1691,182113.84463676676
1692,262530.2474781469
1693,159350.19967642447
1694,180848.30585649415
1695,160929.9610953993
1696,270788.652675897
1697,165574.88324148944
1698,347632.7543772116
1699,326044.21106237953
1700,252145.35942169023
1701,273335.2024274109
1702,236597.50491830232
1703,234025.32220941028
1704,282216.6953195839
1705,232312.51611129893
1706,346440.9433390818
1707,204281.48538098027
1708,197031.56954460323
1709,271698.3055769743
1710,217029.86055380787
1711,267689.5246091074
1712,250976.8691822067
1713,278581.1419701735
1714,220757.258405709
1715,203844.04814984152
1716,183204.25771750053
1717,173252.78673294868
1718,137849.0119590857
1719,209715.85840563953
1720,246433.9524610809
1721,163206.44495911335
1722,129156.00747085417
1723,158212.1183083629
1724,205163.2570423574
1725,236212.59411563954
1726,183581.28745829864
1727,157401.20794453166
1728,174700.21016592067
1729,161685.41304205553
1730,161978.97445200942
1731,122652.90714064575
1732,122725.75260145821
1733,112604.33918692954
1734,119870.74504784327
1735,125081.83458762639
1736,108705.50401240251
1737,297068.7639256114
1738,249203.54540647403
1739,242483.01510483446
1740,219300.234243051
1741,192574.7609470878
1742,171784.04517825067
1743,176993.3355845881
1744,336765.214069657
1745,215721.42254820917
1746,181781.28939980132
1747,210077.07456802326
1748,226257.98036490154
1749,144866.07525885786
1750,128071.34492430238
1751,258286.28042216296
1752,115055.98173338288
1753,153983.61462206606
1754,200437.07714427705
1755,169286.30586424266
1756,125953.54772044873
1757,120763.08091756773
1758,145584.40418851413
1759,155215.55720253388
1760,163089.66526030522
1761,147306.8808410693
1762,176972.9923395821
1763,179968.24237502087
1764,112104.70597136024
1765,175524.62332118076
1766,195151.16671861804
1767,240243.8456145533
1768,141968.42545636534
1769,174778.0401413721
1770,155176.57573608647
1771,125050.00505505582
1772,136215.08360754675
1773,127784.24205568727
1774,146068.52148002957
1775,143284.57049946694
1776,124702.95408392664
1777,105222.99628216428
1778,142732.39265070957
1779,115846.32320906474
1780,174322.225154947
1781,125864.77015962412
1782,89405.79020528636
1783,140917.31550625002
1784,103082.36429519345
1785,129089.29068573676
1786,155666.76743644138
1787,163149.3613510191
1788,62386.3772210042
1789,100484.45812595371
1790,82467.23341949003
1791,185566.3883954183
1792,161726.2382270465
1793,129896.68886306867
1794,154111.26246249082
1795,136072.11670286962
1796,116875.0436217047
1797,113848.07172077136
1798,123448.16655674677
1799,107541.24045124261
1800,126452.87793874441
1801,128312.27383660179
1802,133490.66756418088
1803,149744.4395151734
1804,142881.1348102102
1805,136013.22063426327
1806,131490.03284704936
1807,134027.39529095474
1808,116492.59768246287
1809,123790.23053112537
1810,132936.91458232628
1811,88523.71337404863
1812,99997.74615959766
1813,123743.70945009071
1814,94728.35619468399
1815,59142.80993895234
1816,98872.48698334729
1817,104364.94822222393
1818,148820.19616078457
1819,125115.20728262237
1820,53302.69874050388
1821,113909.76677186476
1822,153824.1972466833
1823,43165.33483167318
1824,129360.83979690385
1825,135430.0738655397
1826,102338.20314671888
1827,104192.59553605913
1828,133878.3820364941
1829,139152.07575069083
1830,143020.10312034184
1831,143684.61642385105
1832,69103.02509598575
1833,139163.22217701774
1834,118409.07681894087
1835,122533.1550668416
1836,126584.03103624239
1837,88060.31082854701
1838,127610.94713616223
1839,96709.30507720247
1840,154211.4392785842
1841,138882.24731248064
1842,87636.98239329708
1843,125878.4591897892
1844,132972.96099706992
1845,138580.16828707332
1846,156926.99284808658
1847,164231.1502351781
1848,54703.97586515344
1849,106220.03874418543
1850,114635.85044909934
1851,154921.0089028771
1852,122460.50706291375
1853,125461.19988146202
1854,162972.55658879507
1855,141846.0033642177
1856,225834.26516181248
1857,140133.09028064003
1858,136136.81075444084
1859,113721.91859397742
1860,135377.20930998246
1861,114573.1551426853
1862,374006.7040040656
1863,348176.5117906836
1864,348286.7872210197
1865,344399.61100659927
1866,328739.6554227216
1867,228020.63103993845
1868,291412.2041676543
1869,204423.69935354663
1870,230125.2737111071
1871,245415.15620805914
1872,173079.18410160945
1873,241155.42676077664
1874,150819.29184892436
1875,196205.256178006
1876,200959.87920576893
1877,211867.5411290414
1878,199457.08570780692
1879,129896.87343525031
1880,129564.271382362
1881,254647.53276513127
1882,249651.39194832652
1883,185599.54166927715
1884,205573.40952706535
1885,238756.0569981997
1886,278096.4221565182
1887,216012.42460152975
1888,279766.870648056
1889,166825.5944715639
1890,120202.58241581387
1891,128034.42137027871
1892,95500.85394306948
1893,130649.18695907081
1894,121719.10028729698
1895,136980.47636875708
1896,123606.35254521981
1897,119610.22339931322
1898,109821.75660552023
1899,160190.48548564402
1900,153827.66150330153
1901,164877.23151818142
1902,162256.3816454486
1903,213126.82766525124
1904,141320.90906591841
1905,205172.8646619148
1906,145574.92549190205
1907,222353.66545206192
1908,104947.03154828835
1909,122584.99044947793
1910,116768.00906420089
1911,220604.92102920494
1912,350553.1501630916
1913,143277.97152745916
1914,57830.28880055254
1915,302166.84496161283
1916,68472.13221736834
1917,246657.1869280598
1918,142609.59524078094
1919,180691.11686342373
1920,163400.40771486223
1921,369335.40838945383
1922,316579.5834324358
1923,241369.41997430188
1924,240846.55782418378
1925,197349.32292621653
1926,368270.7113380461
1927,135440.99376911996
1928,156472.42047075077
1929,129692.60420649928
1930,124400.68562747637
1931,136346.1018504509
1932,137264.4607887656
1933,178717.88827579326
1934,182015.26920469778
1935,166826.77490646785
1936,193619.36320698267
1937,183550.4415403857
1938,173012.1605022087
1939,238301.4942969378
